,RLG Index,RLV Index,VIX Index,,,,RLG Index,RLV Index,,,,,,,,,,
,PX_LAST,PX_LAST,PX_LAST,Spread,,,Return,Return,,,,,,,,,,
#NAME?,200.00,#NAME?,#NAME?,,,,,,,,,,,,,,,
9/1/92,201.17,200.83,13.40,#NAME?,,,0.58%,#NAME?,,,vix_index,r_growth_(t-1),r_value_(t-1),p_growth_(t-1),p_value_(t-1),p_joint_(t-1),p_spread_(t-1),spread
9/28/98,515.56,478.08,34.87,0.60%,,,-0.19%,0.41%,,9/28/98,34.55%,0.3906%,0.0189%,60.7523%,#NAME?,43.69%,#NAME?,0.5993%
9/29/98,500.36,479.09,36.08,3.16%,,,-2.95%,0.21%,,9/29/98,34.87%,-0.1897%,0.4096%,43.4441%,#NAME?,35.12%,#NAME?,3.1595%
9/30/98,480.06,465.94,40.95,1.31%,,,-4.06%,-2.74%,,9/30/98,36.08%,-2.9483%,0.2113%,1.2331%,#NAME?,1.62%,#NAME?,1.3123%
10/1/98,484.60,455.70,43.48,-3.14%,,,0.95%,-2.20%,,10/1/98,40.95%,-4.0571%,-2.7448%,0.1023%,#NAME?,0.31%,#NAME?,-3.1434%
10/2/98,474.44,465.80,40.47,4.31%,,,-2.10%,2.22%,,10/2/98,43.48%,0.9457%,-2.1977%,75.5443%,#NAME?,2.86%,#NAME?,4.3129%
10/5/98,472.43,460.02,42.81,-0.82%,,,-0.42%,-1.24%,,10/5/98,40.47%,-2.0966%,2.2164%,5.4359%,#NAME?,4.32%,#NAME?,-0.8172%
10/6/98,463.75,457.35,41.20,1.26%,,,-1.84%,-0.58%,,10/6/98,42.81%,-0.4237%,-1.2409%,36.6325%,#NAME?,7.54%,#NAME?,1.2569%
10/7/98,456.25,451.84,43.51,0.41%,,,-1.62%,-1.20%,,10/7/98,41.20%,-1.8373%,-0.5804%,7.9515%,#NAME?,4.80%,#NAME?,0.4125%
10/8/98,471.01,446.27,45.74,-4.47%,,,3.24%,-1.23%,,10/8/98,43.51%,-1.6173%,-1.2048%,10.7066%,#NAME?,4.05%,#NAME?,-4.4678%
10/9/98,482.10,455.58,42.20,-0.27%,,,2.35%,2.09%,,10/9/98,45.74%,3.2351%,-1.2327%,99.2224%,#NAME?,8.86%,#NAME?,-0.2683%
10/12/98,478.36,458.47,40.07,1.41%,,,-0.78%,0.63%,,10/12/98,42.20%,2.3545%,2.0862%,96.0353%,#NAME?,95.43%,#NAME?,1.4101%
10/13/98,484.64,458.73,40.23,-1.26%,,,1.31%,0.06%,,10/13/98,40.07%,-0.7758%,0.6344%,27.1823%,#NAME?,17.97%,#NAME?,-1.2561%
10/14/98,506.68,463.18,38.96,-3.58%,,,4.55%,0.97%,,10/14/98,40.23%,1.3128%,0.0567%,83.3661%,#NAME?,49.99%,#NAME?,-3.5776%
10/15/98,511.85,480.68,33.34,2.76%,,,1.02%,3.78%,,10/15/98,38.96%,4.5477%,0.9701%,99.9675%,#NAME?,86.69%,#NAME?,2.7579%
10/16/98,515.98,484.92,34.82,0.08%,,,0.81%,0.88%,,10/16/98,33.34%,1.0204%,3.7782%,77.2786%,#NAME?,85.42%,#NAME?,0.0752%
10/19/98,512.70,487.84,33.13,1.24%,,,-0.64%,0.60%,,10/19/98,34.82%,0.8069%,0.8821%,72.1382%,#NAME?,75.48%,#NAME?,1.2378%
10/20/98,520.37,493.83,33.11,-0.27%,,,1.50%,1.23%,,10/20/98,33.13%,-0.6357%,0.6022%,30.7975%,#NAME?,21.13%,#NAME?,-0.2681%
10/21/98,527.57,491.43,33.21,-1.87%,,,1.38%,-0.49%,,10/21/98,33.11%,1.4960%,1.2279%,86.5845%,#NAME?,87.67%,#NAME?,-1.8696%
10/22/98,524.99,492.06,31.53,0.62%,,,-0.49%,0.13%,,10/22/98,33.21%,1.3836%,-0.4860%,84.6650%,#NAME?,23.35%,#NAME?,0.6172%
10/23/98,527.03,488.04,32.27,-1.21%,,,0.39%,-0.82%,,10/23/98,31.53%,-0.4890%,0.1282%,34.7922%,#NAME?,23.59%,#NAME?,-1.2056%
10/26/98,523.69,488.59,32.38,0.75%,,,-0.63%,0.11%,,10/26/98,32.27%,0.3886%,-0.8170%,60.6922%,#NAME?,14.85%,#NAME?,0.7464%
10/27/98,526.35,485.67,32.95,-1.11%,,,0.51%,-0.60%,,10/27/98,32.38%,-0.6337%,0.1127%,30.8491%,#NAME?,20.01%,#NAME?,-1.1056%
10/28/98,535.56,485.78,32.42,-1.73%,,,1.75%,0.02%,,10/28/98,32.95%,0.5079%,-0.5976%,64.1089%,#NAME?,19.79%,#NAME?,-1.7271%
10/29/98,540.51,493.26,29.50,0.62%,,,0.92%,1.54%,,10/29/98,32.42%,1.7498%,0.0226%,90.2937%,#NAME?,48.03%,#NAME?,0.6155%
10/30/98,549.58,501.08,28.05,-0.09%,,,1.68%,1.59%,,10/30/98,29.50%,0.9243%,1.5398%,75.0332%,#NAME?,82.28%,#NAME?,-0.0927%
11/2/98,547.87,505.96,27.26,1.29%,,,-0.31%,0.97%,,11/2/98,28.05%,1.6780%,1.5854%,89.3311%,#NAME?,91.14%,#NAME?,1.2850%
11/3/98,552.39,506.52,27.76,-0.71%,,,0.83%,0.11%,,11/3/98,27.26%,-0.3111%,0.9739%,39.8704%,#NAME?,31.53%,#NAME?,-0.7143%
11/4/98,559.44,510.50,27.37,-0.49%,,,1.28%,0.79%,,11/4/98,27.76%,0.8250%,0.1107%,72.5960%,#NAME?,52.06%,#NAME?,-0.4905%
11/5/98,564.60,517.47,26.01,0.44%,,,0.92%,1.37%,,11/5/98,27.37%,1.2763%,0.7858%,82.6688%,#NAME?,79.17%,#NAME?,0.4430%
11/6/98,560.23,519.15,25.70,1.10%,,,-0.77%,0.32%,,11/6/98,26.01%,0.9224%,1.3653%,74.9873%,#NAME?,81.68%,#NAME?,1.0987%
11/9/98,561.97,513.33,28.09,-1.43%,,,0.31%,-1.12%,,11/9/98,25.70%,-0.7740%,0.3247%,27.2267%,#NAME?,17.74%,#NAME?,-1.4316%
11/10/98,559.03,509.60,28.17,-0.20%,,,-0.52%,-0.73%,,11/10/98,28.09%,0.3106%,-1.1211%,58.4124%,#NAME?,10.12%,#NAME?,-0.2035%
11/11/98,556.67,505.40,28.47,-0.40%,,,-0.42%,-0.82%,,11/11/98,28.17%,-0.5232%,-0.7266%,33.8453%,#NAME?,12.12%,#NAME?,-0.4020%
11/12/98,558.52,505.21,29.28,-0.37%,,,0.33%,-0.04%,,11/12/98,28.47%,-0.4222%,-0.8242%,36.6750%,#NAME?,11.69%,#NAME?,-0.3699%
11/13/98,564.10,510.16,29.03,-0.02%,,,1.00%,0.98%,,11/13/98,29.28%,0.3323%,-0.0376%,59.0513%,#NAME?,40.22%,#NAME?,-0.0193%
11/16/98,565.91,513.88,28.90,0.41%,,,0.32%,0.73%,,11/16/98,29.03%,0.9991%,0.9798%,76.7910%,#NAME?,79.75%,#NAME?,0.4083%
11/17/98,571.69,516.04,27.95,-0.60%,,,1.02%,0.42%,,11/17/98,28.90%,0.3209%,0.7292%,58.7146%,#NAME?,60.27%,#NAME?,-0.6010%
11/18/98,576.87,515.88,27.13,-0.94%,,,0.91%,-0.03%,,11/18/98,27.95%,1.0214%,0.4203%,77.3012%,#NAME?,67.08%,#NAME?,-0.9371%
11/19/98,581.40,518.15,25.50,-0.35%,,,0.79%,0.44%,,11/19/98,27.13%,0.9061%,-0.0310%,74.5955%,#NAME?,43.97%,#NAME?,-0.3452%
11/20/98,595.20,523.32,22.47,-1.38%,,,2.37%,1.00%,,11/20/98,25.50%,0.7853%,0.4400%,71.5882%,#NAME?,65.74%,#NAME?,-1.3758%
11/23/98,591.40,532.16,21.84,2.33%,,,-0.64%,1.69%,,11/23/98,22.47%,2.3736%,0.9978%,96.1568%,#NAME?,86.74%,#NAME?,2.3277%
11/24/98,593.09,531.29,23.28,-0.45%,,,0.29%,-0.16%,,11/24/98,21.84%,-0.6384%,1.6892%,30.7244%,#NAME?,21.21%,#NAME?,-0.4492%
11/25/98,593.09,533.45,22.15,0.41%,,,0.00%,0.41%,,11/25/98,23.28%,0.2858%,-0.1635%,57.6803%,#NAME?,33.95%,#NAME?,0.4066%
11/26/98,595.87,533.45,22.15,-0.47%,,,0.47%,0.00%,,11/26/98,22.15%,0.0000%,0.4066%,49.1258%,#NAME?,43.43%,#NAME?,-0.4687%
11/27/98,581.06,535.52,22.09,2.87%,,,-2.49%,0.39%,,11/27/98,22.15%,0.4687%,0.0000%,62.9976%,#NAME?,43.58%,#NAME?,2.8735%
11/30/98,590.67,523.60,26.01,-3.88%,,,1.65%,-2.23%,,11/30/98,22.09%,-2.4854%,0.3880%,2.8886%,#NAME?,2.78%,#NAME?,-3.8797%
12/1/98,589.89,524.50,24.97,0.30%,,,-0.13%,0.17%,,12/1/98,26.01%,1.6539%,-2.2259%,88.9918%,#NAME?,2.78%,#NAME?,0.3039%
12/2/98,577.48,522.96,25.43,1.81%,,,-2.10%,-0.29%,,12/2/98,24.97%,-0.1321%,0.1719%,45.1624%,#NAME?,34.98%,#NAME?,1.8102%
12/3/98,591.62,517.18,28.70,-3.55%,,,2.45%,-1.11%,,12/3/98,25.43%,-2.1038%,-0.2936%,5.3762%,#NAME?,4.03%,#NAME?,-3.5538%
12/4/98,598.70,526.77,25.31,0.66%,,,1.20%,1.85%,,12/4/98,28.70%,2.4486%,-1.1052%,96.6057%,#NAME?,10.42%,#NAME?,0.6576%
12/7/98,597.05,529.80,24.90,0.85%,,,-0.28%,0.58%,,12/7/98,25.31%,1.1967%,1.8543%,81.0874%,#NAME?,87.49%,#NAME?,0.8508%
12/8/98,597.31,525.69,25.58,-0.82%,,,0.04%,-0.78%,,12/8/98,24.90%,-0.2756%,0.5752%,40.9093%,#NAME?,32.41%,#NAME?,-0.8193%
12/9/98,585.65,526.06,25.66,2.02%,,,-1.95%,0.07%,,12/9/98,25.58%,0.0435%,-0.7758%,50.4367%,#NAME?,14.92%,#NAME?,2.0225%
12/10/98,588.07,519.91,26.81,-1.58%,,,0.41%,-1.17%,,12/10/98,25.66%,-1.9521%,0.0704%,6.7464%,#NAME?,5.03%,#NAME?,-1.5823%
12/11/98,573.63,517.57,27.72,2.01%,,,-2.46%,-0.45%,,12/11/98,26.81%,0.4132%,-1.1691%,61.4053%,#NAME?,9.56%,#NAME?,2.0054%
12/14/98,587.97,508.46,31.31,-4.26%,,,2.50%,-1.76%,,12/14/98,27.72%,-2.4555%,-0.4501%,3.0409%,#NAME?,2.67%,#NAME?,-4.2600%
12/15/98,586.29,514.02,29.42,1.38%,,,-0.29%,1.09%,,12/15/98,31.31%,2.4999%,-1.7601%,96.8873%,#NAME?,4.50%,#NAME?,1.3792%
12/16/98,594.01,514.79,29.96,-1.17%,,,1.32%,0.15%,,12/16/98,29.42%,-0.2857%,1.0935%,40.6125%,#NAME?,32.57%,#NAME?,-1.1670%
12/17/98,599.91,524.58,27.96,0.91%,,,0.99%,1.90%,,12/17/98,29.96%,1.3168%,0.1498%,83.4401%,#NAME?,55.58%,#NAME?,0.9085%
12/18/98,609.02,526.27,25.04,-1.20%,,,1.52%,0.32%,,12/18/98,27.96%,0.9932%,1.9017%,76.6567%,#NAME?,84.28%,#NAME?,-1.1964%
12/21/98,611.80,532.14,23.86,0.66%,,,0.46%,1.12%,,12/21/98,25.04%,1.5186%,0.3222%,86.9491%,#NAME?,64.70%,#NAME?,0.6589%
12/22/98,627.08,529.42,22.78,-3.01%,,,2.50%,-0.51%,,12/22/98,23.86%,0.4565%,1.1154%,62.6477%,#NAME?,67.91%,#NAME?,-3.0087%
12/23/98,625.21,536.65,20.21,1.66%,,,-0.30%,1.37%,,12/23/98,22.78%,2.4975%,-0.5111%,96.8750%,#NAME?,22.56%,#NAME?,1.6639%
12/24/98,625.21,536.98,21.48,0.06%,,,0.00%,0.06%,,12/24/98,20.21%,-0.2982%,1.3656%,40.2477%,#NAME?,32.12%,#NAME?,0.0615%
12/25/98,626.79,536.98,21.48,-0.25%,,,0.25%,0.00%,,12/25/98,21.48%,0.0000%,0.0615%,49.1258%,#NAME?,37.13%,#NAME?,-0.2527%
12/28/98,634.47,536.73,23.50,-1.27%,,,1.23%,-0.05%,,12/28/98,21.48%,0.2527%,0.0000%,56.7017%,#NAME?,40.85%,#NAME?,-1.2718%
12/29/98,630.87,543.17,22.18,1.77%,,,-0.57%,1.20%,,12/29/98,23.50%,1.2253%,-0.0466%,81.6654%,#NAME?,43.44%,#NAME?,1.7673%
12/30/98,632.99,540.38,23.34,-0.85%,,,0.34%,-0.51%,,12/30/98,22.18%,-0.5674%,1.1999%,32.6329%,#NAME?,23.11%,#NAME?,-0.8497%
12/31/98,632.99,540.09,24.42,-0.05%,,,0.00%,-0.05%,,12/31/98,23.34%,0.3360%,-0.5137%,59.1600%,#NAME?,21.81%,#NAME?,-0.0537%
1/1/99,630.95,540.09,24.42,0.32%,,,-0.32%,0.00%,,1/1/99,24.42%,0.0000%,-0.0537%,49.1258%,#NAME?,33.56%,#NAME?,0.3223%
1/4/99,630.95,540.16,26.17,0.01%,,,0.00%,0.01%,,1/4/99,24.42%,-0.3223%,0.0000%,39.5464%,#NAME?,26.38%,#NAME?,0.0130%
1/5/99,639.11,546.53,24.46,-0.11%,,,1.29%,1.18%,,1/5/99,26.17%,0.0000%,0.0130%,49.1258%,#NAME?,35.69%,#NAME?,-0.1140%
1/6/99,652.80,558.22,23.34,0.00%,,,2.14%,2.14%,,1/6/99,24.46%,1.2933%,1.1793%,82.9957%,#NAME?,85.52%,#NAME?,-0.0031%
1/7/99,650.72,558.61,24.37,0.39%,,,-0.32%,0.07%,,1/7/99,23.34%,2.1420%,2.1389%,94.4584%,#NAME?,94.97%,#NAME?,0.3885%
1/8/99,650.26,564.47,23.28,1.12%,,,-0.07%,1.05%,,1/8/99,24.37%,-0.3186%,0.0699%,39.6526%,#NAME?,27.55%,#NAME?,1.1197%
1/11/99,647.85,558.23,25.46,-0.73%,,,-0.37%,-1.11%,,1/11/99,23.28%,-0.0707%,1.0490%,47.0005%,#NAME?,42.49%,#NAME?,-0.7348%
1/12/99,635.13,548.64,28.10,0.25%,,,-1.96%,-1.72%,,1/12/99,25.46%,-0.3706%,-1.1055%,38.1485%,#NAME?,8.92%,#NAME?,0.2455%
1/13/99,632.68,545.59,30.11,-0.17%,,,-0.39%,-0.56%,,1/13/99,28.10%,-1.9634%,-1.7179%,6.6355%,#NAME?,2.16%,#NAME?,-0.1702%
1/14/99,623.11,533.64,32.98,-0.68%,,,-1.51%,-2.19%,,1/14/99,30.11%,-0.3857%,-0.5559%,37.7141%,#NAME?,15.58%,#NAME?,-0.6777%
1/15/99,639.06,546.05,29.24,-0.23%,,,2.56%,2.33%,,1/15/99,32.98%,-1.5126%,-2.1903%,12.2349%,#NAME?,1.96%,#NAME?,-0.2342%
1/18/99,644.00,546.05,29.24,-0.77%,,,0.77%,0.00%,,1/18/99,29.24%,2.5597%,2.3255%,97.1911%,#NAME?,96.30%,#NAME?,-0.7730%
1/19/99,644.00,549.71,29.24,0.67%,,,0.00%,0.67%,,1/19/99,29.24%,0.7730%,0.0000%,71.2737%,#NAME?,45.45%,#NAME?,0.6703%
1/20/99,646.31,550.47,28.60,-0.22%,,,0.36%,0.14%,,1/20/99,29.24%,0.0000%,0.6703%,49.1258%,#NAME?,45.32%,#NAME?,-0.2204%
1/21/99,632.21,543.92,30.92,0.99%,,,-2.18%,-1.19%,,1/21/99,28.60%,0.3587%,0.1383%,59.8226%,#NAME?,48.60%,#NAME?,0.9917%
1/22/99,627.79,539.39,31.95,-0.13%,,,-0.70%,-0.83%,,1/22/99,30.92%,-2.1816%,-1.1899%,4.7643%,#NAME?,2.61%,#NAME?,-0.1330%
1/25/99,634.10,540.31,31.13,-0.84%,,,1.01%,0.17%,,1/25/99,31.95%,-0.6993%,-0.8323%,29.1298%,#NAME?,9.84%,#NAME?,-0.8353%
1/26/99,648.16,542.63,29.23,-1.79%,,,2.22%,0.43%,,1/26/99,31.13%,1.0053%,0.1700%,76.9336%,#NAME?,55.99%,#NAME?,-1.7879%
1/27/99,647.92,533.71,29.73,-1.61%,,,-0.04%,-1.64%,,1/27/99,29.23%,2.2173%,0.4294%,95.0658%,#NAME?,69.93%,#NAME?,-1.6068%
1/28/99,661.77,540.34,28.11,-0.90%,,,2.14%,1.24%,,1/28/99,29.73%,-0.0370%,-1.6438%,48.0119%,#NAME?,5.07%,#NAME?,-0.8954%
1/29/99,669.66,544.67,26.25,-0.39%,,,1.19%,0.80%,,1/29/99,28.11%,2.1376%,1.2422%,94.4209%,#NAME?,90.29%,#NAME?,-0.3909%
2/1/99,666.85,541.87,27.67,-0.09%,,,-0.42%,-0.51%,,2/1/99,26.25%,1.1923%,0.8013%,80.9963%,#NAME?,78.87%,#NAME?,-0.0945%
2/2/99,661.80,536.67,28.16,-0.20%,,,-0.76%,-0.96%,,2/2/99,27.67%,-0.4196%,-0.5141%,36.7473%,#NAME?,15.87%,#NAME?,-0.2023%
2/3/99,666.81,541.92,27.88,0.22%,,,0.76%,0.98%,,2/3/99,28.16%,-0.7573%,-0.9596%,27.6469%,#NAME?,8.47%,#NAME?,0.2212%
2/4/99,651.30,534.87,29.48,1.03%,,,-2.33%,-1.30%,,2/4/99,27.88%,0.7570%,0.9783%,70.8612%,#NAME?,75.65%,#NAME?,1.0251%
2/5/99,642.79,533.59,29.67,1.07%,,,-1.31%,-0.24%,,2/5/99,29.48%,-2.3260%,-1.3009%,3.7776%,#NAME?,2.17%,#NAME?,1.0673%
2/8/99,644.73,535.17,30.27,-0.01%,,,0.30%,0.30%,,2/8/99,29.67%,-1.3066%,-0.2393%,15.6755%,#NAME?,9.14%,#NAME?,-0.0057%
2/9/99,626.58,527.55,31.36,1.39%,,,-2.82%,-1.42%,,2/9/99,30.27%,0.3018%,0.2961%,58.1538%,#NAME?,52.51%,#NAME?,1.3913%
2/10/99,631.08,528.36,30.45,-0.57%,,,0.72%,0.15%,,2/10/99,31.36%,-2.8151%,-1.4238%,1.5928%,#NAME?,1.32%,#NAME?,-0.5653%
2/11/99,650.52,538.11,27.42,-1.23%,,,3.08%,1.85%,,2/11/99,30.45%,0.7188%,0.1535%,69.8645%,#NAME?,53.69%,#NAME?,-1.2344%
2/12/99,636.85,529.31,29.76,0.47%,,,-2.10%,-1.64%,,2/12/99,27.42%,3.0798%,1.8453%,98.9335%,#NAME?,95.62%,#NAME?,0.4660%
2/15/99,642.07,529.31,29.76,-0.82%,,,0.82%,0.00%,,2/15/99,29.76%,-2.1014%,-1.6354%,5.3959%,#NAME?,2.08%,#NAME?,-0.8197%
2/16/99,642.05,534.53,29.65,0.99%,,,0.00%,0.99%,,2/16/99,29.76%,0.8197%,0.0000%,72.4612%,#NAME?,45.61%,#NAME?,0.9893%
2/17/99,630.30,529.77,30.65,0.94%,,,-1.83%,-0.89%,,2/17/99,29.65%,-0.0031%,0.9862%,49.0321%,#NAME?,46.06%,#NAME?,0.9396%
2/18/99,636.12,536.69,30.45,0.38%,,,0.92%,1.31%,,2/18/99,30.65%,-1.8301%,-0.8905%,8.0326%,#NAME?,4.17%,#NAME?,0.3829%
2/19/99,638.98,536.26,29.30,-0.53%,,,0.45%,-0.08%,,2/19/99,30.45%,0.9234%,1.3062%,75.0117%,#NAME?,81.43%,#NAME?,-0.5297%
2/22/99,656.61,549.02,25.87,-0.38%,,,2.76%,2.38%,,2/22/99,29.30%,0.4496%,-0.0801%,62.4512%,#NAME?,39.24%,#NAME?,-0.3796%
2/23/99,659.70,545.47,26.49,-1.12%,,,0.47%,-0.65%,,2/23/99,25.87%,2.7591%,2.3794%,98.0305%,#NAME?,96.70%,#NAME?,-1.1172%
2/24/99,649.39,540.00,27.21,0.56%,,,-1.56%,-1.00%,,2/24/99,26.49%,0.4706%,-0.6466%,63.0508%,#NAME?,18.52%,#NAME?,0.5600%
2/25/99,643.43,537.29,28.01,0.42%,,,-0.92%,-0.50%,,2/25/99,27.21%,-1.5628%,-1.0028%,11.4833%,#NAME?,4.85%,#NAME?,0.4159%
2/26/99,638.88,535.56,27.88,0.39%,,,-0.71%,-0.32%,,2/26/99,28.01%,-0.9178%,-0.5019%,23.7468%,#NAME?,10.97%,#NAME?,0.3852%
3/1/99,638.63,534.95,28.37,-0.07%,,,-0.04%,-0.11%,,3/1/99,27.88%,-0.7071%,-0.3220%,28.9268%,#NAME?,14.80%,#NAME?,-0.0748%
3/2/99,631.55,533.12,29.22,0.77%,,,-1.11%,-0.34%,,3/2/99,28.37%,-0.0391%,-0.1139%,47.9487%,#NAME?,30.71%,#NAME?,0.7665%
3/3/99,633.02,532.60,29.04,-0.33%,,,0.23%,-0.10%,,3/3/99,29.22%,-1.1086%,-0.3421%,19.5315%,#NAME?,10.35%,#NAME?,-0.3303%
3/4/99,642.12,540.49,26.67,0.04%,,,1.44%,1.48%,,3/4/99,29.04%,0.2328%,-0.0975%,56.1087%,#NAME?,36.23%,#NAME?,0.0439%
3/5/99,656.75,551.86,24.08,-0.17%,,,2.28%,2.10%,,3/5/99,26.67%,1.4376%,1.4814%,85.6077%,#NAME?,89.01%,#NAME?,-0.1747%
3/8/99,663.29,552.28,24.54,-0.92%,,,1.00%,0.08%,,3/8/99,24.08%,2.2784%,2.1036%,95.5185%,#NAME?,95.30%,#NAME?,-0.9197%
3/9/99,661.59,550.93,25.02,0.01%,,,-0.26%,-0.24%,,3/9/99,24.54%,0.9958%,0.0761%,76.7159%,#NAME?,50.66%,#NAME?,0.0119%
3/10/99,662.95,555.79,24.79,0.68%,,,0.21%,0.88%,,3/10/99,25.02%,-0.2563%,-0.2444%,41.4761%,#NAME?,22.96%,#NAME?,0.6766%
3/11/99,668.23,560.04,24.37,-0.03%,,,0.80%,0.76%,,3/11/99,24.79%,0.2056%,0.8821%,55.2984%,#NAME?,56.47%,#NAME?,-0.0318%
3/12/99,666.09,558.90,24.84,0.12%,,,-0.32%,-0.20%,,3/12/99,24.37%,0.7964%,0.7647%,71.8731%,#NAME?,73.54%,#NAME?,0.1167%
3/15/99,674.42,561.99,25.24,-0.70%,,,1.25%,0.55%,,3/15/99,24.84%,-0.3202%,-0.2036%,39.6055%,#NAME?,22.64%,#NAME?,-0.6977%
3/16/99,675.94,559.50,25.15,-0.67%,,,0.23%,-0.44%,,3/16/99,25.24%,1.2506%,0.5529%,82.1676%,#NAME?,72.87%,#NAME?,-0.6684%
3/17/99,670.78,557.20,25.57,0.35%,,,-0.76%,-0.41%,,3/17/99,25.15%,0.2254%,-0.4431%,55.8890%,#NAME?,23.48%,#NAME?,0.3523%
3/18/99,680.06,564.26,24.13,-0.12%,,,1.38%,1.27%,,3/18/99,25.57%,-0.7634%,-0.4111%,27.4934%,#NAME?,13.25%,#NAME?,-0.1164%
3/19/99,670.74,556.61,24.32,0.01%,,,-1.37%,-1.36%,,3/19/99,24.13%,1.3835%,1.2670%,84.6620%,#NAME?,87.18%,#NAME?,0.0147%
3/22/99,668.58,556.13,25.00,0.24%,,,-0.32%,-0.09%,,3/22/99,24.32%,-1.3705%,-1.3558%,14.5470%,#NAME?,4.23%,#NAME?,0.2358%
3/23/99,650.28,542.70,27.27,0.32%,,,-2.74%,-2.41%,,3/23/99,25.00%,-0.3220%,-0.0862%,39.5536%,#NAME?,24.85%,#NAME?,0.3222%
3/24/99,655.17,544.70,26.60,-0.38%,,,0.75%,0.37%,,3/24/99,27.27%,-2.7371%,-2.4149%,1.8428%,#NAME?,0.83%,#NAME?,-0.3835%
3/25/99,668.99,550.38,24.33,-1.07%,,,2.11%,1.04%,,3/25/99,26.60%,0.7520%,0.3685%,70.7306%,#NAME?,63.00%,#NAME?,-1.0666%
3/26/99,664.99,547.67,24.04,0.11%,,,-0.60%,-0.49%,,3/26/99,24.33%,2.1094%,1.0428%,94.1771%,#NAME?,87.25%,#NAME?,0.1055%
3/29/99,682.80,555.04,23.54,-1.33%,,,2.68%,1.35%,,3/29/99,24.04%,-0.5979%,-0.4924%,31.8071%,#NAME?,14.20%,#NAME?,-1.3325%
3/30/99,680.26,548.82,22.73,-0.75%,,,-0.37%,-1.12%,,3/30/99,23.54%,2.6782%,1.3457%,97.7200%,#NAME?,92.11%,#NAME?,-0.7486%
3/31/99,671.86,545.77,23.26,0.68%,,,-1.23%,-0.56%,,3/31/99,22.73%,-0.3720%,-1.1206%,38.1089%,#NAME?,8.77%,#NAME?,0.6791%
4/1/99,676.70,547.09,22.06,-0.48%,,,0.72%,0.24%,,4/1/99,23.26%,-1.2348%,-0.5557%,17.0116%,#NAME?,8.27%,#NAME?,-0.4785%
4/2/99,691.90,547.09,22.06,-2.25%,,,2.25%,0.00%,,4/2/99,22.06%,0.7204%,0.2419%,69.9056%,#NAME?,57.78%,#NAME?,-2.2462%
4/5/99,691.90,556.60,22.19,1.74%,,,0.00%,1.74%,,4/5/99,22.06%,2.2462%,0.0000%,95.2842%,#NAME?,46.62%,#NAME?,1.7383%
4/6/99,690.98,554.29,22.65,-0.28%,,,-0.13%,-0.41%,,4/6/99,22.19%,0.0000%,1.7383%,49.1258%,#NAME?,46.62%,#NAME?,-0.2819%
4/7/99,691.76,560.70,22.81,1.04%,,,0.11%,1.15%,,4/7/99,22.65%,-0.1324%,-0.4143%,45.1523%,#NAME?,21.07%,#NAME?,1.0427%
4/8/99,701.20,567.24,22.59,-0.20%,,,1.36%,1.17%,,4/8/99,22.81%,0.1123%,1.1550%,52.5049%,#NAME?,52.58%,#NAME?,-0.1975%
4/9/99,704.01,568.62,21.77,-0.16%,,,0.40%,0.24%,,4/9/99,22.59%,1.3646%,1.1671%,84.3233%,#NAME?,86.04%,#NAME?,-0.1575%
4/12/99,705.68,576.59,21.93,1.16%,,,0.24%,1.40%,,4/12/99,21.77%,0.4007%,0.2433%,61.0447%,#NAME?,53.25%,#NAME?,1.1644%
4/13/99,700.38,575.25,22.73,0.52%,,,-0.75%,-0.23%,,4/13/99,21.93%,0.2372%,1.4016%,56.2412%,#NAME?,59.17%,#NAME?,0.5186%
4/14/99,684.53,573.34,24.94,1.93%,,,-2.26%,-0.33%,,4/14/99,22.73%,-0.7510%,-0.2324%,27.8047%,#NAME?,15.08%,#NAME?,1.9310%
4/15/99,676.24,576.22,23.93,1.71%,,,-1.21%,0.50%,,4/15/99,24.94%,-2.2631%,-0.3320%,4.1850%,#NAME?,3.36%,#NAME?,1.7134%
4/16/99,670.12,580.00,23.90,1.56%,,,-0.91%,0.66%,,4/16/99,23.93%,-1.2110%,0.5023%,17.4696%,#NAME?,11.30%,#NAME?,1.5610%
4/19/99,642.14,580.96,26.42,4.34%,,,-4.18%,0.17%,,4/19/99,23.90%,-0.9050%,0.6560%,24.0459%,#NAME?,15.58%,#NAME?,4.3409%
4/20/99,656.80,582.53,25.02,-2.01%,,,2.28%,0.27%,,4/20/99,26.42%,-4.1754%,0.1655%,0.0755%,#NAME?,0.55%,#NAME?,-2.0127%
4/21/99,678.51,589.59,23.31,-2.09%,,,3.31%,1.21%,,4/21/99,25.02%,2.2830%,0.2702%,95.5512%,#NAME?,62.61%,#NAME?,-2.0935%
4/22/99,692.54,595.68,22.62,-1.03%,,,2.07%,1.03%,,4/22/99,23.31%,3.3054%,1.2120%,99.3288%,#NAME?,90.93%,#NAME?,-1.0348%
4/23/99,693.25,593.33,22.76,-0.50%,,,0.10%,-0.39%,,4/23/99,22.62%,2.0678%,1.0329%,93.8026%,#NAME?,86.99%,#NAME?,-0.4970%
4/26/99,699.13,590.40,23.53,-1.34%,,,0.85%,-0.49%,,4/26/99,22.76%,0.1025%,-0.3945%,52.2109%,#NAME?,24.14%,#NAME?,-1.3420%
